title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
Sparkling☆Sunshine!! [ShinyStrike!!],st3,0cf1494b944bcb738e0e9cccf8f07609,55c3ace62881e99e5bb9252f12e5a208e6e621f7857a91f735b2f0856cdb9593,0.779,1.123,9.772,True
onion ring -7Key Clover-,st0,0d0114b144a52ddb64766e234cd2aaee,9ad082495c2709b291f4ddbae86e0a6a499e5bc600c2dfbab057cafe48de239d,0.634,0.848,12.643,True
アイーシャの剣-Forcing breakthrough- [KINOTHER],sl4,0d19baa3a0f4bc5c5dca3e5fb7e2a182,c2a2e7e218e863733555038743ad90938dcb6e2c8a28298fcb0f9bc9a7971749,-0.046,0.311,8.022,True
G e n g a o z o -Screen music- -Despair-,st4,0d2167c24de685d7ba965301eb5b3d76,32d4900e5ddd4fe6165dc52ab0e20d76f5b7748987a57d04a5127c3c4f4e5231,1.102,1.463,8.463,True
Happy Blazing Summer!!!,sl0,0d25ec28b94dba8a6d70380ee3f8f26b,b2b18c6629c7624966e64defe875a17da1bb71e1b5e21dda92e92fc2560c0f6a,-1.132,-0.205,3.916,True
Berry Go!! [Bitter],st3,0d3bb37d7c64cfe6d89653ee95169a5f,958c2b7e3bed6ec92673b96ffd36bdcfa64620c5990139ae81c0e3eea56f487c,0.931,1.325,7.871,True
TYR [Nemesis],st0,0d5d3ab9ce8bc463d51b5e1fd00c82f8,81bcd8220835b0d50d2cf7d1f15f4fb726bee4ac09f0c880010c02e988be52aa,0.580,0.804,13.904,True
black opal [Pentagon],st3,0d6e7a4bb86fc4019f91e177309c1d61,6fe4fb4268e5e6eedac99ceb26dd5b7672ae5adb0069d391514d64a5ae75ebad,0.795,1.007,10.237,True
SHI☆A☆WA☆SE [幸],sl9,0d74abe1b55e4c7de690a956543f097b,64ed5ea231fd22112e1b5a0338882340d0671077094c35508ef080866f19dd5f,0.334,0.593,11.684,True
Prayer [TOKI],sl1,0d760f6ff063f661a7d1a89fc660773d,1f1e99bbedea3e54d39871ad5ff5cfeee4d5255e001092bde086e75278e45338,-0.369,0.101,7.556,True
Alastor [End],sl5,0d9b947978bed9d11f44521573c86de8,d628de228dd3bd3290c0ee13e7bb8c629819d06d815bba2931197df6ca11fc84,0.130,0.455,9.676,True
Hyper Fiber World Spectrum [World Etude],sl12,0dad1e5604033ec6757bebd8701826b9,c6d078325985da860383633edcce7d45a6d345def7e61870f6448581dae2e679,0.465,0.799,9.903,True
ametsuchi [SP EXTRA],sl3,0dad43bc6edddcc93d4c6f18ec777469,c46728bc4dd365764cfd353e70b14153d197425f3f324e659201b7a0b1f500d7,-0.097,0.252,7.575,True
GOODBOUNCE [Hurry up!],sl8,0dc4116132fc33c90b2cd0ecead09831,ccdfdec00d42593eea43401d5081b0c124c3380e9685b9541841b281d0734f7c,0.345,0.602,10.811,True
Zero Dimension [XTREAME7],sl6,0de7d86c51008d5130491295dac4a648,67d8df18ee0f181030b50a260d46c56fb834f9cc79a142d498a4716a5e1d5b7e,0.315,0.537,5.949,True
ネイクド・ワイルド・パラノイド [夜王牙],sl9,0e0e1c6f0e2548216689ae6dbe67b7e7,9c9587fc3c78164ed03d7f28001aa523c394789f4d67593009f36039130ba039,0.398,0.582,8.478,True
Crossion [ANOTHER],sl1,0e0ea8aa78af27437b2f5df5d1726a3b,24e550fba6cc05c06a70ee9da2f721d0a082e6a1a2a58c293224260f92f904ef,-0.292,0.183,7.931,True
音弾超人ゴリライザー [ステライザー],st0,0e1e496945f9f1b7b55f46cff48686aa,dff3eefbe205d82a2d36b7bcf0973ac076ed79b0b4b0c5b717bbe4dc6b23385b,0.508,0.825,11.840,True
Damnation 565 [F],sl9,0e44e4ac3b9955124859563def40c3a4,f2b7aa8dd5cb8a119bf3f829a10365004bc2a4da8a3d5349cd50f8dea259b80b,0.463,0.655,13.257,True
エーデルワイス [高貴な白い光],sl4,0e473edfe0953d9b8ed337fd80db630a,2ef0258096c32807eeee3ae68b4a622fc88c16ca1d3be1076f74537c526d5c32,0.091,0.421,6.087,True
Armageddon -Eclipse-,st2,0e4c0450550b096de606cb1233658ad0,233675354bf303970ebea28d8bc4cc822ff0284834a2875e39f71a4d47c1a027,0.773,1.052,11.153,True
tinnitus [mviii],sl10,0e6b541eb00624458600c8c47299ce4a,b10ab0db88e27d203a94242d615aaf355f3a3d1d07070a907018185996ff208d,0.216,0.568,7.589,True
にじいろクレヨン [GOD],st4,0e9e71da1f89a803d60b75319b21b9f5,c4821547e4008bc523858f172e456e8781c002de2f3ff643780257984d23f715,0.892,1.371,7.456,True
START-RESTART -O2therEX-,st1,0ebe1afbe14c578a694184390d318dfe,9d07759e7effb139fb6c749ece24ca933cd7d0e189f165eb8a837039552fff3c,0.705,0.907,13.222,True
Leonids -Eclipse-,st3,0ec589043f9527e1290b8cdcce1d8d71,b84d640b8180787db8d74dd9815d4183f28ce65ca9c582345c1dc6ba1aaf6e54,0.781,1.276,8.974,True
運命 [Lisianthus],sl6,0ec77c59fa2fb8841457af3302738ea6,7a8129b3d0b002b6d8b171246b38191bbe70f0f93d41b5103e81e9026497e9f2,0.175,0.471,12.003,True
しぇる☆どっきんぐ ～だめ！このままじゃ溢れちゃう！～ [HARDEST],sl12,0ef63d0fc1f2c2031ca6fa3bb06e6351,bf4a607e4c6566fcc4b5f100bf51c360b0a9cd7c3f6a2d97f60d857b969ca787,0.578,0.733,12.856,True
Comet (BMS Edit) [SP ANOTHER],sl1,0efe4d95c4a3cf0988cff8228f41af15,dab29e3047677651ee68da1cff0b2036a9aed352f3a9a95a985450343c8bd9f7,-0.325,0.169,5.552,True
DEATH SENTENCE [Eliminator],sl12,0f02775a367c932432b0e31bb38acc3b,c5c79e124cd049a0b3a5d3b087033e2556e14a2b0d9253c624a03b1a0b3e23d8,0.575,0.776,14.587,True
Rin-Rin [W],sl5,0f11ca484064380eefa624cc34cb30c5,c315097dec2e129d8a6003df2b6f89e5ab9394da2caabd897c7d8f9cb0c84e06,-0.003,0.357,10.448,True
Heilenwelt [SP N/A],sl8,0f16db4d8c083957cdb5fc4f1a773be5,344be6a9821cdde0f98f9bfc3ebf76dc62b9812d94c6f75f1a0568eacc19640a,0.317,0.578,8.193,True
Absolute Future [ANOTHER],sl3,0f35d6c3308c459726286c23b48d4660,e7825629117696ad72f548e475f3a888ab509a2e35995776c81590247937bcf3,-0.146,0.251,6.995,True
Psychedelic Ritual -Despair-,sl12,0f5b2b2df091b511e311873204203dcc,750eb20891e2cdbd1093793a5136a26764af449b4d1ef7445a4e22e73ed99ce5,0.591,0.774,21.378,True
cold planet (HOT COCOA),sl12,0f61440742426aa49fc016b49a441d8a,80f0064e3f0b0d09b73cd4eb9b72e1ecc2367594e87de70e071abfcd4d35644e,0.626,0.784,11.674,True
Save and Continue [ZOI],sl3,0f72a18d708689f2f010da07658d64dd,400036b904737c4c95b8fd7ed8cd7955d6d303da1788225feb48c2fb9bdb3041,-0.056,0.267,10.962,True
Once in my life [Kaiden House],st1,0f8009c475de88d1fce903ffb0824f44,61fd53da6919701a563c72e922f40f23663355e83709666df84153e4a7b03bc8,0.651,0.908,10.178,True
VG (Radio Edit) [ATHLETICS],st5,0f84e921baf2887b2ae6b7e2d8f7cd91,e4c395f7813ccaccbc894f9df6eadd0565d62ab009e2079a5a30f7425f425b57,1.142,1.714,5.350,True
glorious red - 赫月、黒陽ヲ穿ツ - [yumether],st3,0fc81033a391b48872b689ce0836e24e,c4d5d04db1b3a5a11112e27ebbbe0b5cd9b398bef7658f9b8ae352460109ad11,0.922,1.201,8.114,True
Sesame Kingdom [Sesame Street],sl12,0fc810b33fb2624fe6ed9eb7120682ad,c7b614e232a6727aca4b8b84b1d56cd2a286d86a03bf06a9368ea2aa1ab0dffa,0.536,0.830,11.296,True
EOS [女神],sl4,0fcca00f177808e921078208e4a94527,84e81c4286edeaf9b917176d8c752eb12242832f16870fd1a94d8cf98ad9bc98,0.031,0.291,9.641,True
Lu*nya*cy Act 2017 [Lunatic],st5,0fda6555e8f6d19087d9a1f1d934fe12,c6b07de2ecc878ecdb336ff7cec81d6d1a2fe12d165959822d003b3d78a4a14a,1.000,1.429,6.929,True
Wizdomiot [Kerother],sl12,0fdfa48d94bf63953661e8ebb0658dd8,c3a9cf7ee8269614d6af4f0ef9d3da7dc7e9f301a6b878ae5ba714746f463f0a,0.608,0.844,9.009,True
ametsuchi [Hexagon],st4,0fe38c3c1a7b5f341555dc9180e30471,921f4641cc10871c24f5783758c592440fc558490f1725de17aa5ea5227a9e67,1.063,1.311,5.738,True
Highly Responsive to Penor Stimulation [魔界入門],st1,0ff88aed13ca2371d298ccd41c1fc8b2,4c90fbddfd8d8638f0122a949bb1115637cc8adcff44c16c35e86f067ba0e985,0.741,0.947,10.935,True
AIWS [Oblivion],sl11,1020e628e09805b7256ca394e299b45b,cb822659c466fa2dc06ad6e7620f495d07c486ab725215b6284ef9ccdc2cb476,0.361,0.718,10.696,True
Rigel [laner],sl12,1066a4dd2a935ef76487ad2970b83025,af5196c7e661c6ea21e9a43b352512644c8e66a85024b4d158383f2c77fc4568,0.436,0.746,10.922,True
恋愛シンドローム -ふしぎなちから-,st1,10d392fa0b8a455a885c0a3eb69c94d6,127d4219eef74567385395ffdbbea7d15d31d6164c4ad89638e0fbba668de5eb,0.714,0.887,16.158,True
Replunge -Breakthrough-,sl2,10dfec2e94eebb556fafa7e70616b16d,4bdd5d27634b87fcdf9c528778c484f3cae2252446b899c0a453763383b1009a,-0.002,0.218,10.182,True
田中 [ANOTHER],sl2,10f14321a847e8a28d5ff60bb6b1ab17,211b0edc5f02575840fc7e436a6b5ac2260445ed80d75c6fd3d396ac99970c27,-0.291,0.144,7.260,True
sTones [Another_7key],sl0,1152d838563dd534589387216051ccc2,16678f6b5dc30980a0b0926fe08771466f15332dd3053bad2de211bfc3144e25,-0.870,-0.118,5.640,True
Free Hand zero [ANOTHER*],sl9,116b85b4c01a2cd2cc76ac9e4572e3fe,47ef8a71213b4d5db5dfecc7279ae2637325cc023fe98490bc996b9e10803eab,0.393,0.610,11.202,True
Light's BASTARD,sl2,117b7b6b7e4e16afd326809c5514d2b2,b691d1bdb54a4c229cfb1492df77c2a5b0e3a23653d6aa111229fe8b9b08331f,-0.413,0.218,4.506,True
White Phoenix -白き翼-,sl4,1181ef0fc12cee5168b670ebada13b63,3bdd92196935162835bc272feb6e8715fc1b17944297f132e53f96bb1bcab7a3,0.020,0.323,10.023,True
Ladymade corestar [DELAYMASTER],st1,1197f152dab8ad0d4485c2f5d6efaeaf,e82f5ccbdab3585c08161cc491c9672e15007cf7e6628482c8c636910c0241e0,0.673,0.850,11.551,True
Skull & Witch [白色破壊光線],sl11,11d1c4ac296be5811cd5fd684b83df86,d61f7599263614e93cea838a080997ec966a982f9c9a795eccc8734e94e94442,0.340,0.721,12.389,True
Sound of Monochrome [False Delaymma],st3,11e44f28e9d6b7037f34f1185765a25e,33a04034eec8d5554e4476f6ea53569b65f7f51c31af028e88a4ad69cfb516fe,0.664,1.125,9.110,True
Harmony [PACIFISM],st0,11e6fd2beba2a24713f81c37fc6a9c53,a70c6aa7627725486df5d0561d17d2e42d597a8dd523d5fa0cff6bf2fd2b590e,0.632,0.788,12.415,True
CrucifiXus [SP PURGE],st5,1200f95ae9a9b4c2b6915f76b7b1e597,74c0596106ee0e4d9e84cb30d2c646ab06bf1aebe275f28adb255ca80cf447bd,1.017,1.682,5.367,True
Akasagarbha  (Ｔ)貴公・・・,st3,120f538339bb06f4efac7c28382974b1,f10ba304369dcfedcbcd0ae2bddfe2857ea4b02d5e9d7324e40b62ef9c84693e,0.785,1.118,9.454,True
"Kiss me, please. [東京]",sl3,12171d2c9b21b3b38b047d4ccd44217d,08e4a6d22e6907ad3c92fad80b6fb8c70ffdce1441308030ff477bedd4e92b0e,-0.166,0.223,7.046,True
Evoltex [Eventual Epoch],st4,1224830aeab9f9e0a8c967a19b04d4bb,507cf3182fe8c4ca844b5e725cb514829901d929c81fef7541d11b1dcd985a09,0.858,1.367,8.744,True
Kaleidoscope [SP INSANE],sl8,12465f3ced547f6a6735f94c9f6751b1,eb2ba98abba94b7c4f58e0b44d99b4443ede4554edc52260b1454d27dcfa0c41,0.407,0.585,9.188,True
overtrue -Luna-,sl7,125eeabcd278d6d5f48d6d81490e3526,64dff127c92ab111c75c33f8757cdda23219d4510e5cdde1b7cb8f634d388ce4,0.380,0.575,8.940,True
ココナツ・アバンチュール [Hexagon],st2,1278a7f680f3438cf5c753a5637e6e7b,eef72d9372357b611e89029afa236a4b5453b11d7e6d990788f52c26fec58ee4,0.801,1.102,10.199,True
aliceblue (Radio Edit) [Daintiest],st3,12820816c37bd5dd1500e4232ebb2297,49f787f72312867816d8a61eda9eb626699f44ac3c1bac5c22c7b924c04e6718,0.850,1.128,7.817,True
イナリッチ -midnight-,st4,128d9f5885624da74a56c192dad41e5a,a48862e897e1731a5435093a10992f845d43f049c11a48d4ebefbefcfa07ca65,0.858,1.417,7.851,True
Pleasure of Being [Fuzzy navel],sl9,129d7ddd0bc9fb71e122495955a72377,12ba3539aae587ae663efa5359de62eee45a794e0161c3ae9d6b6a93aa5b0bad,0.381,0.637,8.578,True
踊る水飛沫,st5,12cfe502028ae76478d4349b388b45c3,55e9a48637ac2aca43f45b0a263246a634c4b92bc51aa52ba775c68a5fd53865,1.022,1.317,5.736,True
deg w∧v chu doc [W],sl4,12e0c7293d57dbbdad503f48bbfb5fea,607b71b0e19ee756879fcd656742f453143a02b8acda45c40cdac656e47a6559,0.153,0.363,10.131,True
絶対的共依存-Codependence- [ANOTHER7],sl0,12e185c54a1b0a12a43188324380dae3,3925b2a2e63efc18922c4f342370a2f4b75509c5ca7c2096b312e9f0f59ffbce,-0.760,-0.139,4.616,True
Servus Meum [Maryther],st3,12f1ff3a45f0ecc3e1cfbbf1be55e6d6,4b99452c7f7cc999bef2a48db163ad359ebcb0be4558e16e84b59c41e5548f6b,0.900,1.177,11.881,True
織姫 -EX-,sl12,12fbbbc30ea8fbe85c3a27ad35eed419,62711631085fed6065f0ae5e6a1f474473deb7ab33b988038feeaf54e0336604,0.525,0.761,10.625,True
Reason of being [INFERNO],st1,1342a07e38a6ebdef32a827a81b0f065,112a7534f73820ed4c3934f825dcd1500da5b3eb6b859a5f069e7b32b5c6a12c,0.629,0.981,10.656,True
Missing Banquet [7KEY ANOTHER],sl1,135443cc431b85603a5f52500e589566,58a5e6a6567e5e43151323d28dbf46db44abe25be05c3230c10712bed90081ef,-0.272,0.206,6.155,True
wholeheartedly [lightray],sl11,13756934dd32940cdd59df75dc94509c,9740bc6ba73dace95dda5b911ed1774ae34b3c54a821f3c5fb6eef33e8c0e0d2,0.453,0.736,14.562,True
デネブ・コネクション -Despair-,st0,1388f3f994d93c25b1d550c8cf05dbbd,90e97efc2c51c7c07ce24a268e25de1e9bae3198ae20afcce3fbe55f71abc1bc,0.607,0.875,13.183,True
GOODTEK [鷺梁津駅1番出口から徒歩10分],sl7,139a001df176d2ceb8e24ed2661501f4,39cf74607cba0336f5f9294b68a04cf62e96184fdaa08d9600dac572492c343f,0.269,0.513,9.163,True
horizon [Ex],st2,139e276ecc7da4f18947bdc240d26415,9c8ee83e6c91d4cb5239d02d2f6c21466358a951908897a8e59b9d3a1ee8daae,0.744,0.988,11.368,True
ネクロファンタジア,sl11,13a11b990dbc4cc2b4e6ece4f9051ac6,02e5016976aa9290f3853ee092c6bc1963976c5511d215045f96b61a3b4a5661,0.416,0.638,8.134,True
Babel [Infinity Sky],sl4,13de96cd61a964464e4acb0e45be73c4,299955373dd38d8c12ac317f3b2e890bbfecec7f8c90455fd0f6868bf8cc2320,0.189,0.354,8.987,True
未来のコピヌ [Apres la pluie],st5,142cfcfca6917f6d5a9efba5ff1ea524,534aa90bcf1422a409da6df05b8c04bdc2dd511cf9fd01e279cbec728eff50d7,0.837,1.370,6.845,True
確固たる意志 [INFERNO],st3,149da54b5d789855bdfa3692c026b3e3,b8fd579078cc8cf36f637115301c929eb54d2de5ce1401ea76f72372d18785f7,0.837,1.201,9.314,True
symbolic gear [UETHER],sl6,14a0cefc7d2c34c7e58f61d8e8f40502,12d2365d63f4ab233faaa47e70dba6528025cf38247b220fd16572fbc5691b4c,0.321,0.503,7.359,True
Kaleidoscope [FLOURESCENT],st4,14a30eaad70ffdaf168f7ecb562e158a,f0dc245e381afb0b8c35381d7792ce9a1cefe966b4944a49baea8e5261ea4c6d,1.043,1.218,8.179,True
EVERLASTING HAPPiNESS↑ [CAELUM],st3,14ac44cc7af1ecd7984b4ef46a15c632,33556ce3e2c13d96782186a9d3063c5a17e27407a6eba47d8aecae2c83fb5c5d,0.777,1.247,8.859,True
Coda [ZOI],sl7,14aeaa74a92fb73baa3687d97f7e050f,040ad335c70d8490dcabeec5075c82a7abadef4b4ddcb8b8a8df06e46cb6c9e4,0.367,0.489,10.946,True
Kung-fu Fantasia -メスガキの穴-,st4,14b2f64be212924942065acfd7014c6f,82a23c5cd45f51f8464cad429775761087e28fa108c52f33cff9c054b9fa585f,0.805,1.251,6.927,True
Get the Pride -Xe-,st5,14e294a3859dc242034e9fb37006909e,13858026ad8326b11c07afa4b507ec416cb2cf2b1c6a7f9d0d6cfa2a9194f255,1.105,1.560,7.303,True
jellyfish memories [7KEYS ANOTHER],sl0,151b1ecec0336cef1d597337c7036922,e1acbe47545581d8d6ce5c6c8653981d12cea6421ecad72bc5a9b8b18d150725,-0.733,-0.066,5.483,True
シグナルほっぴんぐ [Another],sl0,151c530571c2d311ff953b7092f1abb8,4d49d68b1058e49bbe383544f713984f352aad925750d1b5a3e7c50dc97a0a56,-0.539,-0.034,5.478,True
LAST PROPOZE [ANOTHER],sl0,152868a80cee75a86411bdc60c68dd36,4150102aeeaebfddc00089fe2bb88de602257e31feed54c94954b9c8b454360a,-0.908,-0.154,5.163,True
Alicia Story [po],st4,1570202b5ea4c4d2fcd0d85185a095e9,565bf7d3b8dcf71f1cfcdde30d6a9ac00e93da9bd734c1b6e11c7acae504b2b5,0.948,1.267,7.786,True
雪月夜鐘 [widest],st4,15776e800950c625edcc8a026a482f1c,294023394afe9a99a1ba0153a4613883711c41e14ffb9233bfc34912150692a6,0.850,1.145,5.652,True
Head BONK ache [CLUSTER HEADACHE],st4,1582787258f430961e6a3245454def5b,eba5a43114232f934672c16fed572078f3e88ae2f399db2f09639afaa6b944fd,1.006,1.365,8.391,True
煉情ミスティフィリア [Another],sl2,15b9da504bab6ee1cf7122fe8e36a08e,09d92a1006274237c97e26f648cce5c681ae26854197b6540beafe2448d8e9cc,-0.065,0.211,7.326,True
ヒメタイプ [エヒメ],sl3,15ebd2f3aca1c35876c795c94c8d6302,f6df4a8a00d1e458520f3f00f408bf79c53420de5e70a60e2b218ab63e3bba38,-0.053,0.229,9.404,True
Love☆Spellcard -Last Word-,st1,161322732afc1a908920411562a81e84,6271c00aed8c1fc21280ce95ef6f4239e70e33f7a06bc903e69958e08798f4b8,0.763,0.981,10.084,True
Nhelv [Ruina],sl8,1614e1dd2a33cb679abb9e9737f9b914,a770783cb53eb56ad2342e93ead2e0a6798ef7c3b7e090477f184a633da7e9ba,0.380,0.573,10.952,True
Blooming Jump! [Maneuver],st4,161d264c8c0b2c554ddf382713d5dc68,563f90ba8064b716119c30f4d13d25273c880fba496d991db116899db0fcd18d,0.928,1.442,6.684,True
Ground Z.E.R.O. [ZOI],sl7,164efb64a46f8bd10b83c00b9436f5f8,8683b8805086c54db7df49445e1e6defa649f33b74fea67b603f25d25e071de6,0.363,0.481,11.011,True
GLAZ [OTs-03],sl2,1656187531c03dd7b4edcfb90de75e32,1c948c205f34922eb998177e72d2ff7a022ee46793128631efab0aa8573330bc,0.048,0.277,9.578,True
Fancy-Sky Trip [EXTREME],sl2,1682f8b4e1d60851831380a676229b72,eabd8b674453a9737c2ce8974c0a3fe43b46fcbbf086788c67e303d86ce7f79e,-0.202,0.257,7.735,True
glacier's poetry [stare at the milky way],sl11,16a7c7bad1dacb7fed698639c3574ec6,7a7009837519be3f8ed79ff033b1d6753940b938ac6ef338a4ff4aa80238d8b6,0.397,0.724,7.545,True
new earth [ZOI],sl1,16ad289f62383c1a69ffa5486bef46e9,72f46d653b71057e21ef4deaee0b4ad57ee536a4f356ed9c5b3d75b64622a515,-0.244,0.166,10.236,True
Black Lair [ANOTHER],sl1,16b3656f142cfe1531e2bd5e4cd9d2c3,6c40d9b9d08c9bd54ea6a3b1cd6159b4eda48623222cd1702eadf01be6c13f05,-0.244,0.166,5.605,True
the lost dedicated [nostalgia],sl7,16b56701b2f846875a26dda621a132dd,7c55b1bdd37c70d62660396a69faa0d840a2423c9b597e9f6726b1178eb017d8,0.117,0.440,8.822,True
彼女なのか [ANOTHER],sl1,16b6a51ba878f60dd3a4eb8cdf4e179e,ce0a932d810714c96133a972794763391f76651fc5f45446519fea7bd0686d15,-0.194,0.145,6.509,True
オトゲラヴ！ [オタクキモ！],st2,16c1d8552e7e47d0dc14079cb4954847,6340a0264db6c1626632bedc1aab5b9ed5437bb029c5d83ae8864345b9eb43f5,0.691,1.094,8.829,True
BLAZE YOUR SOUL [SP INSANE+],st0,16cd1f53375a658af0b4f37993ce2b94,1817465844eae4b0b3448ae26b7fb2f28cb0bd5b30682758eb38d44709213eec,0.667,0.915,11.788,True
Catalinesie [Lunatic],st0,16d093e99822d1bc7bdc8a0f79c2ec9c,61a769b73abae01347570a1e1c188b10afb1489c9f421e98bedd9dfbdf3717b7,0.676,0.855,10.747,True
Fragments of Toybox [Pentagon],st4,16e2b3ea625c3ea794d593e878ae35c2,2ca683fcf492da5069be3803dfb540aab3119c863eff2ad2b7701b42f12bd2ee,1.034,1.366,7.472,True
Oriens,sl0,16fbc506283b3630d7c5289deef5a8ec,53e927d78a09f52164eb84d24df620a9515dfd8a315ef20e6cebca50df2a3a72,-0.575,-0.057,4.749,True
Rockstar [KOZUExtra],st2,1706b5d59b7c09ea492b76747cd3593f,a3f63d21ad6d409e665eaa77367ae24a07f00a4379ddb210f13234fb85ef30fc,0.680,0.957,9.968,True
彼女が告白をした理由 -Hope-,sl1,17279f061229e6e1ead349611257cee6,b3143c4111e2e7aa23e291b3a3205e331eaa7f426b13bd6ef47a3820c4f02b22,-0.394,0.025,6.921,True
blue traces [(>ω^)/],st4,173d1f5f3977647bc3ddb8412f10a151,88797a53de622816ddcbfc2be9d664f9313a432ce6755048bfe933a032165096,0.956,1.427,7.133,True
Ring Ring Ring ☆ Let's H! [M@STER],sl1,175243192b0e570c0694a16186e5dc3e,3c7c5f4665fe3aec40263f6be140fc2131825cd6eb378109608d9e9d82037ace,-0.280,0.115,7.604,True
水晶世界 ～Fracture～ [GOD],st3,1758f4f1386835265fdf8dbb6f6ffb4f,140918d6eafbe340193c2824e3dec397b7c9345f2a8b224575c0e4606005eee9,0.953,1.241,8.630,True
"""Fresco"" [ANOTHER]",sl0,176c2b2db4efd66cf186caae7923d477,9d91220250962fc64006b2eb5f3bd642361c721e904708701ea43a562f80d89b,-0.270,0.103,5.623,True
Reinforced Soul,st1,1781746c6ad683f0382b4714131ed8cc,2c6d8a7bce66c58e3ed4169abff1ad513b61c8f94a9db8bf807f2d00bd4a689d,0.608,0.917,11.362,True
Amaranth [SILLY],sl12,179380ffe32b422e63a0f35bfedbe6a9,6ac336f6247ca18b34bd47380baacceeb649cb32a19e931cfa9fbc08f805c2cb,0.545,0.762,21.090,True
"P-ChicK-ParK(・◇・) -Not ""ChickeN""!!!-",st0,17b5d2500efe034ab377e85ee7a929c7,7b9bf627f90fcb1f8cd6e6f1e157f27a9de587e179be731c66651d6ea8eaf40c,0.629,0.843,13.859,True
Twin☆kle Galaxies [ANOTHER],sl0,17ba47be97f53c1a39124318594a5336,10888c7f50bdfea76b312c0d32dfc7152c22f8e56a48c9b8b958132433d31514,-0.419,0.043,5.942,True
Fly up to : the Sky [AETHER],st3,17d338c35f165386365a47beb1a2a942,dfc67946a37812e59af483a35004cfc5dc765732a7eafc92e691149e056419be,0.782,1.145,6.682,True
Holiday Ocean Resort [SP HOLIDAY],sl8,17d791e5152acc1cd4bfdd4ca7b725f8,190c9d0f295b349aba538b32a356d02b9ac67aa0f97109dab420857aa1de5fc1,0.287,0.628,8.964,True
Mr. BLACKRUM [SP RUNOTHER -Cuba Libre-],sl4,1804c40d5ed2092fea58ad5b7e98e882,887e5c55ef2fe571896a53fcc1f5cb0ed4c1b354b2f3e3f212053b1c9983cc4f,0.063,0.348,8.851,True
Blizzard [Fierce],st1,18055a611e8b97f4cc760aed807c6329,0c06df839aeebb2bc01be8df97b9358fa9a11929e8cb4ce3091a7aa5957f2678,0.680,1.006,9.454,True
ピクニックガール [Dead],sl5,180ecc755af1b5875dbd110789cfe5b0,65a40af0050b75d5a63ac6a6ec9ede886316ce0212893abbe8ff6bb1c7027afb,0.266,0.405,12.100,True
俗物フェスティバル -Despair-,st0,1810130fde5b434f4008a215b57f82cc,f477cea34eda310814051d326be6030d7ebc81f3cdfbed161b2dc53e841e06cb,0.573,0.825,15.245,True
searoad tracks =side blue=,sl11,1811a0d0f5d12b6a2c06f1bbd58232b9,1a17566f5e5d0b70b65be89f9078802c59d042d4db680142bc6d2b786dc14032,0.513,0.713,12.245,True
星蝕セクエンス [fantasy],sl4,182235ee369063471d5020edb407a1ee,71b78badc1c4ed7346fb3663f1a23dbb3817682063d125468c82365ae8d405f7,0.011,0.377,5.477,True
T.Y.H.Y. [SP BRLTHER],sl9,1834e440eb1574429d84354807389809,5fae56737ba6fa2dd1356bc4e26c097ba4cad576f5a86a242b280733e1d718f9,0.436,0.603,11.897,True
Icicle Stinger [ANTARCTIC],sl8,184820e0151cf4f1da51725842e9267d,6f9683f4f78cd17ddab5a05dcfbe70f34546f3436be5a5ef99864610cb1298da,0.305,0.582,7.333,True
BRAIN HACKER [LUNATIC],sl6,186679a86043c140396228a430f69d6e,1db15bfded64f9c5af8e09f11c1ef68f25b9e12670a2658e6ceb8700793398ca,0.293,0.455,10.094,True
Rainy [GOD],st4,18a8109ae8f65222ab57570abcfae1b2,4b76ddd6a8ac574d24ddbb3f41c0c572ad5a43766ea67eb00ba344acd99a06b6,0.827,1.381,6.341,True
Implexrough [IMPLEX],sl2,18f23cd1ad1b0505aec5f9ae10c07600,a3199e9c5227c2d6e859a9bb4aa2a0f822ff5d507b04690f32721b97916b0ed0,-0.138,0.210,8.742,True
Stokesia [NEXT],sl8,1922023d01ef953493c15342a4c418ca,5caeb9291269000cf72c5d3b6baa88659ac5a3bb9731b08c2846f82527973729,0.393,0.585,13.840,True
On And On!! [IR],sl6,1925b5ab0ec1fb8781a87a8a21359c7b,e11fc91b212e980ab3854b7a9dda076b4dafb9cac5b95a4c52cea1f61c941286,0.205,0.422,8.031,True
Amethyst Moon -Pure White Crystal-,sl4,1950f0e6809f704ac5ec63969ae24f9f,8ee0ac735f9a78335908c77607961ba0fec81a3edafe7879df48c014290a7d87,0.121,0.351,9.115,True
Shooting Star [Extra],sl0,19658afd00958a052109551c695b40fd,033adf58b2fadf71017b4daa5c29b30a4554def02a7878a6ed938e440e742b9a,-0.652,-0.149,6.751,True
ハッピーフェイクショー [Haven't you heard?],st2,196b23d514f7831e2c40f094a23e476e,94a473b3d75015c6c847823cb229fb1e2153b4c031181d563e31e09bdb256692,0.637,1.105,7.050,True
After Burner,sl2,197053ba0681ba82bbbb7ec07572de90,81b56419e74439303e1aa18af66b1e7d8d16f5ee16b799a1b4b9ed25506b8a8c,0.040,0.323,6.315,True
Tuk Tuk Boshi [Hexagon],st4,19882f14ec385af0804e7bfa0833d5bd,b9b7a2d0e31ebe47e827014fcad1c7e7cfda83d2370fa1cbe1c7aecfecd0ece6,0.808,1.327,6.443,True
